메일 날짜,원본 섹션,원본 순번,원본 기사 제목,원본 언론사,원본 URL,비교 결과,일치 방식,유사도,서버 선정 제목,서버 선정 언론사,서버 선정 URL,차이/제외 이유,일반 재수집 후보 확인,최종 후보 확인,후보 확보 확인
2025-11-10,동국대 [법인/건학위],4,"동국대 학생들, 우리도 오계 받을래요‥두 달 만에 다시",BTN,https://www.btnnews.tv/news/articleView.html?idxno=87897,일치,URL 일치,1.0,"동국대 학생들, 우리도 오계 받을래요‥두 달 만에 다시",BTN불교TV,https://www.btnnews.tv/news/articleView.html?idxno=87897,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-11-10,대학 [교육],1,‘AI 커닝’ 연세대 발칵… 기술 발전 속 ‘윤리 공백’ 커지는 대학,서울신문,https://www.seoul.co.kr/news/society/2025/11/10/20251110012005,일치,URL 일치,1.0,‘AI 커닝’ 연세대 발칵… 기술 발전 속 ‘윤리 공백’ 커지는 대학,https://www.seoul.co.kr,https://www.seoul.co.kr/news/society/2025/11/10/20251110012005,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-11-10,대학 [교육],2,2026학년도 '수능 문제지' 배부,연합뉴스,https://www.yna.co.kr/view/PYH20251110011400013,후보 미확보,,,,,,일반 재수집과 원본 URL 검증 백필에서도 서버 후보를 확인하지 못했습니다.,아니오,아니오,아니오
2025-11-10,불교 [종단],1,"불교중앙박물관, 경주남산 주제로 불교문화강좌 진행중",불교신문,https://www.ibulgyo.com/news/articleView.html?idxno=432647,일치,URL 일치,1.0,"불교중앙박물관, 경주남산 주제로 불교문화강좌 진행중 - 불교신문",불교신문,https://www.ibulgyo.com/news/articleView.html?idxno=432647,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-11-11,동국대 [법인/건학위],1,"전순표 세스코 총회장, 동국대에 1억원 기부",베리타스알파,"https://www.veritas-a.com/news/articleView.html?idxno=581829
https://www.newstnt.com/news/articleView.html?idxno=552798",후보 미확보,,,,,,일반 재수집과 원본 URL 검증 백필에서도 서버 후보를 확인하지 못했습니다.,아니오,아니오,아니오
2025-11-11,동국대 [법인/건학위],2,"동국대, ‘2025 동국 창업 포럼’ 성료",대학저널,"https://dhnews.co.kr/news/view/1065575083118834
https://www.youthdaily.co.kr/news/article.html?no=201903",후보 미확보,,,,,,일반 재수집과 원본 URL 검증 백필에서도 서버 후보를 확인하지 못했습니다.,아니오,아니오,아니오
2025-11-11,동국대 [법인/건학위],3,"개그맨 겸 카레이서 한민관, 동국대에 1천만 원 기부",BBS,https://news.bbsi.co.kr/news/articleView.html?idxno=4053860,후보 미확보,,,,,,일반 재수집과 원본 URL 검증 백필에서도 서버 후보를 확인하지 못했습니다.,아니오,아니오,아니오
2025-11-11,동국대 [법인/건학위],4,"용인 법륜사, 동국대 법과대학 불교동아리에 장학금 1000만 원",법보신문,"https://www.beopbo.com/news/articleView.html?idxno=332313
https://news.bbsi.co.kr/news/articleView.html?idxno=4053895",일치,URL 일치,1.0,"용인 법륜사, 동국대 법과대학 불교동아리에 장학금 1000만 원",법보신문,https://www.beopbo.com/news/articleView.html?idxno=332313,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-11-11,동국대 [법인/건학위],5,"[동문소식 – 이예원(국어국문문예창작 24)] '이병기·최명희문학상'…시 부문 도하은·송유빈, 소설 부문 이예원·박빛나",뉴스1,https://www.news1.kr/local/jeonbuk/5970950,AI/정책 제외,,,,,,타 대학 관련 행사로 홍보 가치가 낮아 제외,아니오,예,예
2025-11-11,대학 [교육],1,고교 졸업 5.5년 만에 박사…교육부 'AI 패스트트랙' 띄운다,한국일보,https://www.hankookilbo.com/News/Read/A2025111010530004911?did=NA,일치,제목 일치,0.98,고교 졸업 5.5년 만에 박사…교육부 'AI 패스트트랙' 띄운다-사회ㅣ한국일보,한국일보,https://www.hankookilbo.com/news/article/A2025111010530004911?did=NA,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-11-11,대학 [교육],2,[사설] 대학도서관진흥법이 나아가야 할 방향,한국대학신문,https://news.unn.net/news/articleView.html?idxno=585755,후보 미확보,,,,,,일반 재수집과 원본 URL 검증 백필에서도 서버 후보를 확인하지 못했습니다.,아니오,아니오,아니오
2025-11-11,대학 [교육],3,연세대 이어 고려대도 ‘AI 커닝’ 발칵 “시험 전면 무효화”,서울신문,https://www.seoul.co.kr/news/society/2025/11/11/20251111009007,AI/정책 제외,,,,,,AI 교육 정책 관련 기사(5863)와 주제가 겹쳐 통합함,아니오,예,예
2025-11-11,불교 [종단],1,경주 APEC 성공 기여한 한국불교…세계화 기회로,불교신문,https://www.ibulgyo.com/news/articleView.html?idxno=432677,일치,URL 일치,1.0,[현장에서] 경주 APEC 성공 기여한 한국불교…세계화 기회로 - 불교신문,불교신문,https://www.ibulgyo.com/news/articleView.html?idxno=432677,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-11-11,불교 [종단],2,비구니회 출범 2주년…부탄 티베트 비구니 수계 후원,현대불교,https://www.hyunbulnews.com/news/articleView.html?idxno=500677,일치,URL 일치,1.0,비구니회 출범 2주년…부탄 티베트 비구니 수계 후원 - 현대불교,현대불교,https://www.hyunbulnews.com/news/articleView.html?idxno=500677,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-11-13,동국대 [법인/건학위],1,"""동문과 함께한 120년""...동국대, 로터스관으로 새 도약",BBS,"https://news.bbsi.co.kr/news/articleView.html?idxno=4054524
https://www.hyunbulnews.com/news/articleView.html?idxno=500723
https://www.beopbo.com/news/articleView.html?idxno=332380
https://www.veritas-a.com/news/articleView.html?idxno=582432",일치,URL 일치,1.0,"동국대, 로터스관 건립 성공 기원 ‘동행의 밤’ ... 128억 모여",불교방송,https://news.bbsi.co.kr/news/articleView.html?idxno=4054524,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-11-13,동국대 [법인/건학위],2,"동국대 사물인터넷혁신융합대학사업단, ‘제1차 산학협력위원회’ 성료",스포츠서울,https://www.sportsseoul.com/news/read/1562572,일치,URL 일치,1.0,"동국대 사물인터넷혁신융합대학사업단, ‘제1차 산학협력위원회’ 성료",스포츠서울,https://www.sportsseoul.com/news/read/1562572,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-11-13,동국대 [법인/건학위],3,"[동문소식 – 전재수(역사교육 90)] ""재수는 저 하나로 충분""…전재수 장관의 수능 응원",조선일보,https://www.chosun.com/national/national_general/2025/11/12/OERXLUP4PFFGPIHDBV344DIZLM,일치,URL 일치,1.0,"[동문소식 – 전재수(역사교육 90)] ""재수는 저 하나로 충분""…전재수 장관의 수능 응원",조선일보,https://www.chosun.com/national/national_general/2025/11/12/OERXLUP4PFFGPIHDBV344DIZLM,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-11-13,동국대 [법인/건학위],4,"동국대 이상현-임정현-지용현, 대학에서 얼마나 성장했나?",점프볼,https://jumpball.co.kr/news/newsview.php?ncode=1065577365208872,선정되지 않음,,,,,,후보에는 있었지만 현재 우선순위와 메일 기사 수 정책에 따라 대표 목록에 포함되지 않았습니다.,아니오,예,예
2025-11-13,대학 [교육],1,"수능 출제위원장 ""적정 난이도 출제…사탐런 유불리 없을 것""",연합뉴스,https://www.yna.co.kr/view/AKR20251113032352530,후보 미확보,,,,,,일반 재수집과 원본 URL 검증 백필에서도 서버 후보를 확인하지 못했습니다.,아니오,아니오,아니오
2025-11-13,대학 [교육],2,"AI 경쟁 핵심은 기술이 아닌 ‘인재’… “국내 대학, 자율성 제약에 발목”",한국대학신문,https://news.unn.net/news/articleView.html?idxno=586142,일치,URL 일치,1.0,"AI 경쟁 핵심은 기술이 아닌 ‘인재’… “국내 대학, 자율성 제약에 발목”",한국대학신문 - 411개 대학을 연결하는 '힘',https://news.unn.net/news/articleView.html?idxno=586142,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-11-13,불교 [종단],1,"제33회 불교언론문화상 “한 편의 기사, 영상이 불교 정신 살아 숨 쉬게 해”",불교신문,https://www.ibulgyo.com/news/articleView.html?idxno=432824,일치,URL 일치,1.0,"“한 편의 기사, 영상이 불교 정신 살아 숨 쉬게 해” - 불교신문",불교신문,https://www.ibulgyo.com/news/articleView.html?idxno=432824,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-11-25,동국대 [법인/건학위],1,"로터스관-동악플랜-AI 혁신… 동국대, 미래 동행의 글로벌 전략 본격 가동",동아일보,https://www.donga.com/news/Society/article/all/20251124/132826749/2,일치,URL 일치,1.0,"로터스관-동악플랜-AI 혁신… 동국대, 미래 동행의 글로벌 전략 본격 가동",동아일보,https://www.donga.com/news/Society/article/all/20251124/132826749/2,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-11-25,동국대 [법인/건학위],2,"""서울을 명상의 도시로""… 시민과 함께한 서울국제명상엑스포",BBS,"https://news.bbsi.co.kr/news/articleView.html?idxno=4055705
https://www.btnnews.tv/news/articleView.html?idxno=88080",후보 미확보,,,,,,일반 재수집과 원본 URL 검증 백필에서도 서버 후보를 확인하지 못했습니다.,아니오,아니오,아니오
2025-11-25,동국대 [법인/건학위],3,[포토] '스님 로봇'과 함께하는 명상,조선일보,https://www.chosun.com/economy/stock-finance/2025/11/24/XBHHMOM6LVDA7E7DYH7WLNN5EQ,AI/정책 제외,,,,,,학교 직접 관련성이 낮은 일반 불교계 포토 뉴스,아니오,예,예
2025-11-25,동국대 [법인/건학위],4,제31회 동대문학상 대상 이예원 '조안에게 손톱을...',BBS,https://news.bbsi.co.kr/news/articleView.html?idxno=4055868,일치,URL 일치,1.0,제31회 동대문학상 대상 이예원 '조안에게 손톱을...',불교방송,https://news.bbsi.co.kr/news/articleView.html?idxno=4055868,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-11-25,동국대 [법인/건학위],5,"동국대학교 영상대학원, 한중 문화유산 복원 다큐 포럼 및 칭화대 칭잉 스튜디오 초청 콜로퀴엄 개최",베리타스알파,https://www.veritas-a.com/news/articleView.html?idxno=584702,일치,URL 일치,1.0,"﻿동국대 영상대학원, 한중 문화유산 복원 다큐 포럼 및 칭화대 칭잉 스튜디오 초청 콜로퀴엄 개최",베리타스알파,https://www.veritas-a.com/news/articleView.html?idxno=584702,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-11-25,대학 [교육],1,“한국행=성공” K-유학 10년 새 3배 늘었다…외국인 유학생 18만명,매일경제,https://www.mk.co.kr/news/society/11475046,후보 미확보,,,,,,일반 재수집과 원본 URL 검증 백필에서도 서버 후보를 확인하지 못했습니다.,아니오,아니오,아니오
2025-11-25,대학 [교육],2,"대학 입시 시작, 2026학년도 '학폭' 의무 반영",강원일보,https://www.kwnews.co.kr/page/view/2025112311323281558,일치,제목 일치,0.98,"대학 입시 시작, 2026학년도 '학폭' 의무 반영 - 강원일보",강원일보,https://www.kwnews.co.kr/article/202511230008566,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-11-25,불교 [종단],1,"문경세계명상마을 월컴센터, 7년만에 마침내 준공",불교신문,https://www.ibulgyo.com/news/articleView.html?idxno=433166,일치,URL 일치,1.0,"문경세계명상마을 월컴센터, 7년만에 마침내 준공 - 불교신문",불교신문,https://www.ibulgyo.com/news/articleView.html?idxno=433166,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-11-25,불교 [종단],2,한국불교 유산 세계인 눈앞에… 美 워싱턴서 개막한 ‘이건희 컬렉션’,불교신문,https://www.ibulgyo.com/news/articleView.html?idxno=433130,후보 미확보,,,,,,일반 재수집과 원본 URL 검증 백필에서도 서버 후보를 확인하지 못했습니다.,아니오,아니오,아니오
2025-11-26,동국대 [법인/건학위],1,"동국대, 2025 중앙일보 대학평가 8위",중앙일보,https://www.joongang.co.kr/article/25385132,AI/정책 제외,,,,,,섹션 자격 필터를 통과하지 못해 메일 포함에서 제외되었습니다.,아니오,예,예
2025-11-26,동국대 [법인/건학위],2,"'토니상' 박천휴 작가, 동국대 문예창작학부 명예졸업",연합뉴스,"https://www.yna.co.kr/view/AKR20251125137800004
https://www.chosun.com/culture-life/performance-arts/2025/11/26/YIOU77UHRNHTXJKOAVUCLFRUXE
https://www.btnnews.tv/news/articleView.html?idxno=88101
https://www.donga.com/news/Society/article/all/20251125/132838325/1",일치,URL 일치,1.0,"'토니상' 박천휴 작가, 동국대 문예창작학부 명예졸업 | 연합뉴스",https://www.facebook.com/yonhap,https://www.yna.co.kr/view/AKR20251125137800004,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-11-26,동국대 [법인/건학위],3,"동국대, 서울·경기 RISE 사업 동시 선정 … ‘지산학 혁신 허브’ 도약",중앙일보,https://www.joongang.co.kr/article/25385149,일치,URL 일치,1.0,[교육이 미래다] 서울·경기 RISE 사업 동시 선정 … ‘지산학 혁신 허브’ 도약 | 중앙일보,https://www.joongang.co.kr,https://www.joongang.co.kr/article/25385149,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-11-26,동국대 [법인/건학위],4,120주년 앞둔 동국인의 밤...자랑스러운 동국인 '원법사 해운스님' 수상,BBS,https://news.bbsi.co.kr/news/articleView.html?idxno=4056068,일치,URL 일치,1.0,120주년 앞둔 동국인의 밤...자랑스러운 동국인 '원법사 해운스님' 수상,불교방송,https://news.bbsi.co.kr/news/articleView.html?idxno=4056068,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-11-26,동국대 [법인/건학위],5,"동국대 국방안전연구센터, 해병대와 기술·교육 결연",지디넷코리아,https://zdnet.co.kr/view/?no=20251125135905,일치,URL 일치,1.0,"동국대 국방안전연구센터, 해병대와 기술·교육 결연",ZD넷 코리아,https://zdnet.co.kr/view/?no=20251125135905,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-11-26,대학 [교육],1,"논란 줄 잇던 수능… ""문제·정답 이상 無""",머니투데이,https://www.mt.co.kr/policy/2025/11/26/2025112520034657928,일치,URL 일치,1.0,"논란 줄 잇던 수능… ""문제·정답 이상 無"" - 머니투데이",https://www.facebook.com/mt.co.kr,https://www.mt.co.kr/policy/2025/11/26/2025112520034657928,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-11-26,대학 [교육],2,"학생·동문 개인정보 넘치는데…해킹에 뻥 뚫린 대학, 대책은",중앙일보,https://www.joongang.co.kr/article/25384759,후보 미확보,,,,,,일반 재수집과 원본 URL 검증 백필에서도 서버 후보를 확인하지 못했습니다.,아니오,아니오,아니오
2025-11-26,불교 [종단],1,사찰림은 ‘생태문화 복합유산’…역사·문화 가치 활용 위한 법 개정 필요,법보신문,https://www.beopbo.com/news/articleView.html?idxno=332601,후보 미확보,,,,,,일반 재수집과 원본 URL 검증 백필에서도 서버 후보를 확인하지 못했습니다.,아니오,아니오,아니오
2025-11-27,동국대 [법인/건학위],1,동국대 대학평가 8위...5년 연속 ‘톱10’,불교신문,"https://www.ibulgyo.com/news/articleView.html?idxno=433278
https://www.btnnews.tv/news/articleView.html?idxno=88124
https://news.bbsi.co.kr/news/articleView.html?idxno=4056134
https://www.beopbo.com/news/articleView.html?idxno=332634
https://www.hyunbulnews.com/news/articleView.html?idxno=500961",일치,URL 일치,1.0,동국대 대학평가 8위...5년 연속 ‘톱10’ - 불교신문,불교신문,https://www.ibulgyo.com/news/articleView.html?idxno=433278,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-11-27,동국대 [법인/건학위],2,"[종학연구소] 선명상, 현대인 정신건강 치유 대안 모색",불교신문,https://www.ibulgyo.com/news/articleView.html?idxno=433292,후보 미확보,,,,,,일반 재수집과 원본 URL 검증 백필에서도 서버 후보를 확인하지 못했습니다.,아니오,아니오,아니오
2025-11-27,동국대 [법인/건학위],3,"[출판문화원] 강윤재 동국대 교수, 신간 '과학기술과 위험사회' 출간",뉴시스,https://www.newsis.com/view/NISX20251124_0003414817,후보 미확보,,,,,,일반 재수집과 원본 URL 검증 백필에서도 서버 후보를 확인하지 못했습니다.,아니오,아니오,아니오
2025-11-27,동국대 [법인/건학위],4,"동국대, 박천휴 작가 명예졸업장 수여식·특강",중앙일보,https://www.joongang.co.kr/article/25385329,일치,URL 일치,1.0,"동국대, 박천휴 작가 명예졸업장 수여식·특강 | 중앙일보",https://www.joongang.co.kr,https://www.joongang.co.kr/article/25385329,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-11-27,대학 [교육],1,"교육부, '교육 ODA 콘퍼런스'…국제교육 협력 방향 모색",뉴스1,https://www.news1.kr/society/education/5989097,일치,URL 일치,1.0,"교육부, '교육 ODA 콘퍼런스'…국제교육 협력 방향 모색",뉴스1,https://www.news1.kr/society/education/5989097,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-11-27,대학 [교육],2,국립대병원 주무부처 복지부 이관… 교육위 법안소위 통과,한국대학신문,https://news.unn.net/news/articleView.html?idxno=586729,일치,URL 일치,1.0,국립대병원 주무부처 복지부 이관… 교육위 법안소위 통과,한국대학신문 - 411개 대학을 연결하는 '힘',https://news.unn.net/news/articleView.html?idxno=586729,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-11-27,불교 [종단],1,제37회 조계종 포교대상에 금정총림 범어사 방장 정여대종사,불교신문,https://www.ibulgyo.com/news/articleView.html?idxno=433271,일치,URL 일치,1.0,제37회 조계종 포교대상에 금정총림 범어사 방장 정여대종사 - 불교신문,불교신문,https://www.ibulgyo.com/news/articleView.html?idxno=433271,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-11-27,불교 [종단],2,"“불교미술, 생명력 있게 확장돼”…제33회 불교미술대전 시상식",불교신문,https://www.ibulgyo.com/news/articleView.html?idxno=433284,일치,URL 일치,1.0,"“불교미술, 생명력 있게 확장돼”…제33회 불교미술대전 시상식 - 불교신문",불교신문,https://www.ibulgyo.com/news/articleView.html?idxno=433284,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-12-01,동국대 [법인/건학위],1,"동국대 영화영상제작학과 교수 일동, 동국대에 발전기금 1천만원 전달",베리타스알파,https://www.veritas-a.com/news/articleView.html?idxno=586213,후보 미확보,,,,,,일반 재수집과 원본 URL 검증 백필에서도 서버 후보를 확인하지 못했습니다.,아니오,아니오,아니오
2025-12-01,동국대 [법인/건학위],2,"동국대 오케스트라 동아리 OPUS 지역사회 재능 기부, 어르신들 “감동의 기억 선물받아”",경향신문,https://www.khan.co.kr/article/202511302121005,일치,URL 일치,1.0,"대학생 지역사회 재능 기부, 어르신들 “감동의 기억 선물받아”",KyungHyangSinmun,https://www.khan.co.kr/article/202511302121005,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-12-01,동국대 [법인/건학위],3,"동국대 중앙도서관, 용천사에 불서 646권 기증",불교신문,https://www.ibulgyo.com/news/articleView.html?idxno=433357,일치,URL 일치,1.0,"동국대 중앙도서관, 용천사에 불서 646권 기증 - 불교신문",불교신문,https://www.ibulgyo.com/news/articleView.html?idxno=433357,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-12-01,동국대 [법인/건학위],4,"[동문소식 – 전재수(역사교육 90)] 부산에 '재수' 온다… 전재수 장관 “'해양수도 부산', 국가전략으로 추진”",이투데이,https://www.etoday.co.kr/news/view/2530005,후보 미확보,,,,,,일반 재수집과 원본 URL 검증 백필에서도 서버 후보를 확인하지 못했습니다.,아니오,아니오,아니오
2025-12-01,동국대 [법인/건학위],5,[칼럼] 변화·발전하는 동국대에 응원을,현대불교,https://www.hyunbulnews.com/news/articleView.html?idxno=500987,AI/정책 제외,,,,,,섹션 자격 필터를 통과하지 못해 메일 포함에서 제외되었습니다.,아니오,예,예
2025-12-01,대학 [교육],1,"국가 장학금 年 11조 시대, 대학은 더 가난해졌다 “17년 등록금 동결 부작용”",한국대학신문,https://news.unn.net/news/articleView.html?idxno=586830,일치,URL 일치,1.0,"국가 장학금 年 11조 시대, 대학은 더 가난해졌다 “17년 등록금 동결 부작용”",한국대학신문 - 411개 대학을 연결하는 '힘',https://news.unn.net/news/articleView.html?idxno=586830,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-12-01,대학 [교육],2,고등학생까지 'AI 커닝' 저질렀다…교육 현장 대혼란에 결국,한국경제,https://www.hankyung.com/article/2025112828777,일치,URL 일치,1.0,고등학생까지 'AI 커닝' 저질렀다…교육 현장 대혼란에 결국,한국경제,https://www.hankyung.com/article/2025112828777,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-12-01,불교 [종단],1,[사설] 전통사찰 문화자원 가치 존중돼야,불교신문,https://www.ibulgyo.com/news/articleView.html?idxno=433352,일치,URL 일치,1.0,전통사찰 문화자원 가치 존중돼야 - 불교신문,불교신문,https://www.ibulgyo.com/news/articleView.html?idxno=433352,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-12-01,불교 [종단],2,자승 스님 입적 2주기 특집 - 종단운영 철학,법보신문,https://www.beopbo.com/news/articleView.html?idxno=332693,일치,URL 일치,1.0,자승 스님 입적 2주기 특집 - 종단운영 철학,법보신문,https://www.beopbo.com/news/articleView.html?idxno=332693,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-12-10,동국대 [법인/건학위],1,"동국대학교 영상대학원 문화콘텐츠학과 총동문회, 동국대에 발전기금 1천만 원 전달",,https://www.dongguk.edu/article/DEVFUND/detail/26762840,AI/정책 제외,,,,,,같은 언론사의 동일 원문 기사로 확인되어 대표 기사 1건에 통합했습니다.,아니오,예,예
2025-12-10,동국대 [법인/건학위],2,동국대 총동림동문회 제17대 회장에 진철스님 재임,BBS,https://news.bbsi.co.kr/news/articleView.html?idxno=4057688,일치,URL 일치,1.0,동국대 총동림동문회 제17대 회장에 진철스님 재임,불교방송,https://news.bbsi.co.kr/news/articleView.html?idxno=4057688,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-12-10,동국대 [법인/건학위],3,"콘진원, ‘OTT 콘텐츠 특성화 대학원 지원사업’ 성과 발표… 2025년 신규 공모에 동국대학교, 중앙대학교, 홍익대학교 선정",매일안전신문,https://idsn.co.kr/news/view/1065600004348817,후보 미확보,,,,,,일반 재수집과 원본 URL 검증 백필에서도 서버 후보를 확인하지 못했습니다.,아니오,아니오,아니오
2025-12-10,동국대 [법인/건학위],4,"[동문소식 – 이완(미술학부 97)] 이완 동문, 『World Food-Tech Forum 2025』 개막 퍼포먼스 작가로 참여",,https://www.dongguk.edu/article/ALUMNINEWS/detail/26762844,일치,URL 일치,1.0,동국대학교 대표홈페이지,언론사 없음,"https://www.dongguk.edu/article/ALUMNINEWS/detail/26762844
https://www.dongguk.edu/article/DEVFUND/detail/26762840",홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-12-10,동국대 [법인/건학위],5,매경미디어 NEXT AI 해커톤 대상 동국대·최우수상 숙명여대,매일경제,https://www.mk.co.kr/news/society/11487553,일치,URL 일치,1.0,‘AI 언론 혁신’ 아이디어 쏟아졌다…대상 동국대·최우수상 숙명여대 - 매일경제,매일경제,https://www.mk.co.kr/news/society/11487553,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-12-10,대학 [교육],1,"‘학령인구 급감’ 여대 남녀공학 전환, 논쟁으로 갈라진 대학가",한국대학신문,https://news.unn.net/news/articleView.html?idxno=587321,일치,URL 일치,1.0,"‘학령인구 급감’ 여대 남녀공학 전환, 논쟁으로 갈라진 대학가",한국대학신문 - 411개 대학을 연결하는 '힘',https://news.unn.net/news/articleView.html?idxno=587321,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-12-10,대학 [교육],2,"구글, 대학생 뽑은 '제미나이 활용 베스트 12' 공개",뉴시스,https://www.newsis.com/view/NISX20251209_0003434032,선정되지 않음,,,,,,후보에는 있었지만 현재 우선순위와 메일 기사 수 정책에 따라 대표 목록에 포함되지 않았습니다.,아니오,예,예
2025-12-10,대학 [교육],3,대학생 60% “취업 큰 기대 없다”… 역량·일자리 부족이 원인,한국대학신문,https://news.unn.net/news/articleView.html?idxno=587287,일치,URL 일치,1.0,대학생 60% “취업 큰 기대 없다”… 역량·일자리 부족이 원인,한국대학신문 - 411개 대학을 연결하는 '힘',https://news.unn.net/news/articleView.html?idxno=587287,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-12-10,불교 [종단],1,"조계종 ""신불산 케이블카 건설 반대…세계유산 가치 훼손""",연합뉴스,https://www.yna.co.kr/view/AKR20251208128700005,후보 미확보,,,,,,일반 재수집과 원본 URL 검증 백필에서도 서버 후보를 확인하지 못했습니다.,아니오,아니오,아니오
2025-12-10,불교 [종단],2,"한국불교기자협회, 2025 불교기자상 시상식 개최",법보신문,https://www.beopbo.com/news/articleView.html?idxno=332863,일치,URL 일치,1.0,"한국불교기자협회, 2025 불교기자상 시상식 개최",법보신문,https://www.beopbo.com/news/articleView.html?idxno=332863,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2026-01-08,동국대 [법인/건학위],1,"동국대 컴퓨터·AI학부 김지희 교수, ‘2025 국가연구개발 우수성과 100선’ 융합분야 최우수성과 선정",교수신문,"https://www.kyosu.net/news/articleView.html?idxno=154448
https://www.dailysmart.co.kr/news/articleView.html?idxno=118564",일치,URL 일치,1.0,"동국대 컴퓨터·AI학부 김지희 교수, ‘2025 국가연구개발 우수성과 100선’ 융합분야 최우수성과 선정 - 교수신문",교수신문,https://www.kyosu.net/news/articleView.html?idxno=154448,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2026-01-08,동국대 [법인/건학위],2,"[동문소식 – 민동욱(전기공학 91)] 스마트폰·자동차용 카메라모듈로 매출 1조2000억 달성한 엠씨넥스… 민동욱 대표 ""차량용 반도체 패키지로 사업 확대""",조선비즈,https://biz.chosun.com/it-science/ict/2026/01/03/NEAS7VDV3BD6XAY6C7SJDRDIIU/,일치,URL 일치,1.0,"[동문소식 – 민동욱(전기공학 91)] 스마트폰·자동차용 카메라모듈로 매출 1조2000억 달성한 엠씨넥스… 민동욱 대표 ""차량용 반도체 패키지로 사업 확대""",조선비즈,https://biz.chosun.com/it-science/ict/2026/01/03/NEAS7VDV3BD6XAY6C7SJDRDIIU/,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2026-01-08,동국대 [법인/건학위],3,"[동문소식 – 전화성(컴퓨터공학 96)] 씨엔티테크, 차세대 XR 공연 IP '닥터 두리틀' 제작사 에이뉴프로덕션 투자",전자신문,https://www.etnews.com/20260107000332,일치,URL 일치,1.0,"씨엔티테크, 차세대 XR 공연 IP '닥터 두리틀' 제작사 에이뉴프로덕션 투자",미래를 보는 창 - 전자신문,https://www.etnews.com/20260107000332,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2026-01-08,동국대 [법인/건학위],4,"[동문소식 – 안현범(체육교육 13)] ‘부산에서 새 출발’ 안현범, 조성환 감독과 재회",마이데일리,https://www.mydaily.co.kr/page/view/2026010701325216409,AI/정책 제외,,,,,,동국대학교와 관련 없는 스포츠 뉴스.,아니오,예,예
